hhid,pid,wave,year,p_age,p_econstat,p_edu,p_employ_type,p_firm_size,p_hours,p_ind2000,p_ind2007,p_ind2017,p_job_begin,p_job_status,p_jobfam2000,p_jobfam2007,p_jobfam2017,p_jobtype,p_married,p_region,p_rel,p_religion,p_sample09,p_sample18,p_sample98,p_sex,p_wage,p_weight09_c,p_weight09_l,p_weight18_c,p_weight18_l,p_weight98_c,p_weight98_l
203785,20378501,23,2020,69,1,3,1,,6,528,479,479,2020m1,2,913,922,922,1,3,8,10,1,3,1,3,1,30,,,1332.5527,1425.5129,,
203786,20378602,23,2020,56,1,5,1,1,42,751,751,751,2018m3,2,317,314,314,1,2,1,20,2,3,1,3,2,100,,,1750.7675,2040.0267,,
203788,20378801,23,2020,80,3,2,,,,,,,,,,,,,3,1,10,1,3,1,3,2,,,,1043.0287,1106.0237,,
203789,20378901,23,2020,62,1,6,2,,60,743,721,721,1988m4,4,132,235,234,2,2,1,10,2,3,1,3,1,500,,,1360.4534,1530.478,,
203789,20378902,23,2020,60,3,6,,,,,,,,,,,,,2,1,20,2,3,1,3,2,,,,1293.8363,1297.3923,,
203790,20379001,23,2020,70,3,1,,,,,,,,,,,,,3,1,10,2,3,1,3,2,,,,1270.9137,1347.6721,,
203791,20379101,23,2020,66,3,2,,,,,,,,,,,,,3,1,10,3,3,1,3,2,,,,1332.84,1465.8071,,
203792,20379202,23,2020,68,3,3,,,,,,,,,,,,,2,1,20,3,3,1,3,2,,,,1302.9343,1432.9181,,
203794,20379401,23,2020,57,3,6,,,,,,,,,,,,,3,1,10,3,3,1,3,1,,,,2517.072,2712.7153,,
203795,20379501,23,2020,83,3,3,,,,,,,,,,,,,3,1,10,3,3,1,3,1,,,,1026.7944,1096.9031,,
203796,20379602,23,2020,32,1,5,1,1,30,759,759,759,2016m4,2,930,930,930,1,2,1,20,2,3,1,3,2,50,,,2320.3594,2263.314,,
203797,20379702,23,2020,39,3,6,,,,,,,,,,,,,2,1,20,3,3,1,3,2,,,,2301.4351,2244.8547,,
203798,20379802,23,2020,48,3,3,,,,,,,,,,,,,2,1,20,3,3,1,3,2,,,,1875.6139,1968.5371,,
203800,20380001,23,2020,73,3,2,,,,,,,,,,,,,2,1,10,1,3,1,3,1,,,,1018.5381,967.4314,,
203800,20380002,23,2020,70,3,2,,,,,,,,,,,,,2,1,20,2,3,1,3,2,,,,1121.8573,1321.5231,,
203801,20380101,23,2020,77,3,1,,,,,,,,,,,,,3,1,10,2,3,1,3,2,,,,988.65228,1048.3632,,
203802,20380201,23,2020,43,1,6,1,1,40,369,339,339,2008m5,2,713,730,730,1,2,1,10,1,3,1,3,1,200,,,2001.4899,1855.4301,,
203802,20380202,23,2020,41,1,6,1,1,50,552,562,562,2017m3,2,422,442,442,1,2,1,20,1,3,1,3,2,100,,,1958.8621,2167.1792,,
203803,20380301,23,2020,82,3,2,,,,,,,,,,,,,2,5,10,4,3,1,3,1,,,,1441.4148,1411.053,,
203803,20380302,23,2020,76,3,2,,,,,,,,,,,,,2,5,20,4,3,1,3,2,,,,1418.6171,1483.6031,,
203804,20380401,23,2020,54,1,3,2,1,72,552,561,561,2015m2,4,321,521,521,2,2,5,10,4,3,1,3,1,500,,,2513.9817,2531.6948,,
203804,20380403,23,2020,16,3,2,,,,,,,,,,,,,1,5,11,4,3,1,3,2,,,,2074.1531,2206.2998,,
203805,20380501,23,2020,47,1,3,1,3,40,639,529,529,1995m4,1,311,312,312,1,3,5,10,1,3,1,3,1,400,,,2102.2935,1961.4789,,
203806,20380601,23,2020,65,1,2,1,3,27,751,751,751,2019m9,3,911,951,951,1,2,5,20,3,3,1,3,2,100,,,1485.0284,1534.4918,,
203806,20380602,23,2020,70,1,3,2,,54,602,492,492,2003m3,4,842,873,873,2,2,5,10,1,3,1,3,1,200,,,1600.4258,1581.7786,,
203807,20380701,23,2020,50,3,3,,,,,,,,,,,,,3,5,10,2,3,1,3,2,,,,1632.3069,1717.598,,
203808,20380801,23,2020,46,1,3,1,1,40,464,424,424,2017m2,3,712,772,782,1,2,5,10,1,3,1,3,1,230,,,1783.5973,1772.8202,,
203808,20380802,23,2020,43,1,3,1,2,40,343,303,303,2018m3,1,316,312,312,1,2,5,20,1,3,1,3,2,145,,,1550.504,1572.7267,,
203808,20380803,23,2020,18,3,2,,,,,,,,,,,,,1,5,11,1,3,1,3,2,,,,1437.785,1529.3881,,
203809,20380901,23,2020,41,1,5,1,1,40,518,465,465,2013m4,1,262,274,274,1,2,5,10,1,3,1,3,1,450,,,1832.1533,1709.433,,
203809,20380902,23,2020,41,3,3,,,,,,,,,,,,,2,5,20,1,3,1,3,2,,,,1592.7145,1728.4327,,
203810,20381001,23,2020,81,3,2,,,,,,,,,,,,,2,5,10,4,3,1,3,1,,,,1389.4924,1354.7122,,
203810,20381002,23,2020,81,3,2,,,,,,,,,,,,,2,5,20,4,3,1,3,2,,,,1367.516,1435.8474,,
203811,20381101,23,2020,49,1,3,2,,50,603,493,493,2019m5,4,842,873,873,2,2,5,10,1,3,1,3,1,325,,,1693.2544,1579.8378,,
203811,20381102,23,2020,42,1,3,1,1,40,252,222,222,2019m5,1,823,832,832,1,2,5,20,3,3,1,3,2,175,,,1471.9678,1597.3971,,
203812,20381201,23,2020,59,1,3,2,1,40,515,466,466,1998m1,4,511,521,521,2,2,8,10,1,3,1,3,1,400,,,1421.6251,1823.5649,,
203812,20381202,23,2020,64,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1492.3527,1274.3464,,
203813,20381301,23,2020,63,1,6,2,1,48,521,471,471,2010m1,4,512,521,521,2,2,8,10,4,3,1,3,1,400,,,1538.2377,1413.4948,,
203813,20381302,23,2020,60,1,6,3,,48,521,471,471,2010m1,5,512,521,521,2,2,8,20,1,3,1,3,2,,,,1558.0686,1901.7433,,
203814,20381401,23,2020,62,1,6,2,1,40,702,682,682,2018m3,4,262,274,274,2,2,8,10,3,3,1,3,1,300,,,1605.0256,1570.5704,,
203814,20381402,23,2020,58,3,3,,,,,,,,,,,,,2,8,20,3,3,1,3,2,,,,1547.6443,1906.7506,,
203815,20381501,23,2020,88,3,3,,,,,,,,,,,,,3,8,10,1,3,1,3,1,,,,1092.7859,1148.3302,,
203816,20381601,23,2020,65,3,2,,,,,,,,,,,,,2,8,10,1,3,1,3,1,,,,1501.1864,1687.8916,,
203816,20381602,23,2020,62,3,2,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1520.5397,1543.5264,,
203817,20381701,23,2020,63,1,6,2,,40,521,471,471,2012m1,4,512,521,521,2,2,8,10,1,3,1,3,1,400,,,1336.9719,1413.4948,,
203817,20381702,23,2020,62,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1354.2081,1329.075,,
203817,20381703,23,2020,35,3,6,,,,,,,,,,,,,1,8,11,1,3,1,3,1,,,,1561.5568,1569.8057,,
203818,20381801,23,2020,70,3,3,,,,,,,,,,,,,2,8,10,1,3,1,3,1,,,,1159.9874,1294.1097,,
203818,20381802,23,2020,65,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1239.9374,1244.6064,,
203819,20381901,23,2020,62,1,6,1,4,40,639,529,529,2016m1,1,316,312,312,1,2,8,10,1,3,1,3,1,250,,,1582.3168,1844.4097,,
203819,20381902,23,2020,62,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1602.7159,1560.808,,
203820,20382001,23,2020,70,3,3,,,,,,,,,,,,,3,8,10,1,3,1,3,2,,,,1203.3333,1345.0435,,
203821,20382101,23,2020,65,1,3,2,,40,939,969,969,2008m1,4,911,,,2,3,8,10,1,3,1,3,1,350,,,1337.3247,1430.6178,,
203822,20382201,23,2020,59,1,3,2,,40,931,961,961,2010m1,4,412,422,422,2,2,8,10,3,3,1,3,2,300,,,1610.2803,1828.0281,,
203823,20382301,23,2020,41,3,6,,,,,,,,,,,,,2,8,10,1,3,1,3,2,,,,2368.7563,2411.6443,,
203823,20382302,23,2020,39,1,6,1,6,40,321,261,261,2009m1,1,132,235,234,1,2,8,20,1,3,1,3,1,800,,,2796.699,2706.4468,,
203824,20382401,23,2020,69,3,3,,,,,,,,,,,,,3,8,10,1,3,1,3,2,,,,1476.0118,1456.5876,,
203824,20382402,23,2020,99,3,2,,,,,,,,,,,,,3,8,8,2,3,1,3,2,,,,1338.6637,1612.2509,,
203825,20382502,23,2020,62,3,3,,,,,,,,,,,,,3,8,10,1,3,1,3,2,,,,1459.0719,1560.808,,
203826,20382601,23,2020,82,3,3,,,,,,,,,,,,,2,8,10,1,3,1,3,1,,,,1130.2202,1136.8597,,
203826,20382602,23,2020,84,3,2,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1095.6989,1277.1268,,
203827,20382701,23,2020,44,1,6,1,4,40,722,582,582,1999m3,1,120,222,222,1,2,8,10,1,3,1,3,1,420,,,2436.6807,2274.8545,,
203827,20382702,23,2020,41,3,6,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2194.8672,2411.6443,,
203828,20382801,23,2020,38,1,6,1,4,40,293,292,292,2012m3,1,262,274,274,1,2,8,10,1,3,1,3,1,430,,,2992.3633,2673.1465,,
203828,20382802,23,2020,34,3,6,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2952.907,3016.4802,,
203829,20382901,23,2020,78,3,2,,,,,,,,,,,,,3,8,10,1,3,1,3,2,,,,1012.6592,1131.9147,,
203830,20383001,23,2020,72,3,6,,,,,,,,,,,,,2,8,10,1,3,1,3,1,,,,1129.4263,1014.9951,,
203830,20383002,23,2020,68,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1207.2699,1478.4336,,
203831,20383101,23,2020,77,3,6,,,,,,,,,,,,,2,8,10,4,3,1,3,1,,,,1010.7952,1006.1944,,
203831,20383102,23,2020,78,3,6,,,,,,,,,,,,,2,8,20,4,3,1,3,2,,,,979.92151,1153.0465,,
203832,20383201,23,2020,65,3,3,,,,,,,,,,,,,2,8,10,1,3,1,3,2,,,,2897.8877,1473.2709,,
203832,20383202,23,2020,68,1,3,1,4,40,,,,1985m1,1,912,942,942,1,2,8,20,1,3,1,3,1,200,,,2861.0037,1686.8097,,
203832,20383203,23,2020,28,3,4,,,,,,,,,,,,,1,8,12,1,3,1,3,1,,,,3850.158,5394.4575,,
203832,20383204,23,2020,29,1,6,1,4,40,243,204,204,2015m1,1,145,244,244,1,1,8,11,1,3,1,3,2,250,,,3220.311,3207.9895,,
203833,20383301,23,2020,61,1,6,1,4,40,242,212,212,2018m1,1,912,942,942,1,2,8,10,2,3,1,3,1,250,,,2091.3296,2330.0806,,
203833,20383302,23,2020,61,3,3,,,,,,,,,,,,,2,8,20,2,3,1,3,2,,,,2118.291,2171.9404,,
203834,20383401,23,2020,53,1,6,1,3,40,883,911,911,1995m1,1,613,612,612,1,2,8,10,1,3,1,3,1,400,,,2106.1653,2413.6521,,
203834,20383402,23,2020,50,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2104.7712,2213.4392,,
203836,20383601,23,2020,49,3,6,,,,,,,,,,,,,2,8,10,1,3,1,3,2,,,,2299.1465,2220.4609,,
203836,20383602,23,2020,49,1,6,1,6,40,321,261,261,1993m1,1,132,235,234,1,2,8,20,1,3,1,3,1,800,,,2552.4487,2412.9263,,
203836,20383603,23,2020,19,3,3,,,,,,,,,,,,,1,8,11,1,3,1,3,1,,,,2535.7544,2667.9072,,
203837,20383701,23,2020,60,1,3,2,,48,602,492,492,1990m1,4,842,873,873,2,2,8,10,1,3,1,3,1,300,,,2104.6235,2314.5723,,
203837,20383702,23,2020,58,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2029.3812,2239.2051,,
203838,20383801,23,2020,53,1,3,2,1,48,702,682,682,2000m1,4,262,274,274,2,2,8,10,1,3,1,3,1,400,,,3280.1604,2342.2744,,
203838,20383802,23,2020,53,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,3277.9893,2351.2524,,
203838,20383803,23,2020,25,3,6,,,,,,,,,,,,,1,8,11,1,3,1,3,1,,,,4574.8667,5429.2837,,
203838,20383804,23,2020,23,3,6,,,,,,,,,,,,,1,8,12,1,3,1,3,2,,,,3826.4648,3820.3091,,
203839,20383901,23,2020,50,1,6,1,5,40,450,410,410,1999m1,1,311,312,312,1,2,8,10,1,3,1,3,1,360,,,2366.3333,2559.7727,,
203839,20383902,23,2020,48,3,6,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2426.1035,2574.1838,,
203839,20383903,23,2020,19,3,4,,,,,,,,,,,,,1,8,11,1,3,1,3,1,,,,2675.7769,2533.1833,,
203840,20384001,23,2020,52,1,6,3,1,40,243,204,204,2020m1,5,930,930,930,2,2,8,10,1,3,1,3,1,,,,2334.8489,2937.7368,,
203840,20384002,23,2020,52,1,5,2,,40,252,222,222,2013m3,4,833,832,832,2,2,8,20,1,3,1,3,2,200,,,2333.3035,2404.3157,,
203840,20384003,23,2020,19,3,2,,,,,,,,,,,,,1,8,11,1,3,1,3,2,,,,2875.7844,2619.116,,
203841,20384101,23,2020,50,1,3,1,6,48,525,473,473,2020m1,1,512,521,521,1,3,8,10,1,3,1,3,2,200,,,2384.7864,2165.4487,,
203841,20384102,23,2020,20,3,4,,,,,,,,,,,,,1,8,11,1,3,1,3,2,,,,2783.8105,2862.387,,
203842,20384201,23,2020,65,1,5,1,,20,939,969,969,2020m1,2,411,951,951,1,2,8,10,1,3,1,3,2,100,,,1356.6857,1451.2827,,
203843,20384301,23,2020,66,1,2,1,3,40,517,467,467,2000m3,3,914,941,941,1,2,8,10,1,3,1,3,1,200,,,1483.6166,1725.736,,
203843,20384302,23,2020,68,3,2,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1502.7433,1467.1208,,
203844,20384401,23,2020,41,1,6,1,6,40,341,301,301,2007m3,1,831,854,854,1,2,8,10,1,3,1,3,1,670,,,2557.9709,2610.8533,,
203844,20384402,23,2020,37,1,5,1,1,25,862,872,872,2020m3,1,271,247,247,1,2,8,20,1,3,1,3,2,100,,,2684.5164,2482.7761,,
203845,20384501,23,2020,61,1,6,1,6,40,803,853,853,1998m3,1,151,251,251,1,2,8,10,1,3,1,3,1,900,,,2199.8699,2489.2527,,
203845,20384502,23,2020,60,3,6,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2228.2305,2245.9316,,
203846,20384601,23,2020,77,3,2,,,,,,,,,,,,,2,8,10,1,3,1,3,2,,,,1021.0869,1112.0432,,
203846,20384602,23,2020,79,3,2,,,,,,,,,,,,,2,8,20,1,3,1,3,1,,,,1053.2576,1135.1979,,
203847,20384701,23,2020,30,1,6,1,4,40,451,412,412,2016m3,1,311,312,312,1,2,8,10,1,3,1,3,1,350,,,4832.2012,5138.5752,,
203847,20384702,23,2020,29,3,6,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,4656.814,3361.3696,,
203848,20384801,23,2020,76,3,3,,,,,,,,,,,,,2,8,10,3,3,1,3,2,,,,971.9588,1086.4213,,
203849,20384901,23,2020,48,1,6,1,6,40,642,612,612,2002m1,1,120,223,224,1,2,8,10,1,3,1,3,1,580,,,2264.5242,2288.2744,,
203849,20384902,23,2020,44,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2039.7953,2064.4609,,
203850,20385001,23,2020,61,1,2,1,2,40,862,872,872,2017m8,3,411,421,421,1,2,8,10,1,3,1,3,2,180,,,1968.767,2106.0422,,
203851,20385101,23,2020,86,3,1,,,,,,,,,,,,,2,8,10,1,3,1,3,1,,,,1049.5426,1151.6364,,
203851,20385102,23,2020,76,3,1,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1017.4854,1087.0405,,
203852,20385201,23,2020,47,1,3,2,1,40,745,713,713,2015m6,4,165,273,273,2,2,8,10,1,3,1,3,1,700,,,2524.5212,2429.3174,,
203852,20385202,23,2020,40,1,3,1,1,40,745,713,713,2015m6,1,316,312,312,1,2,8,20,1,3,1,3,2,160,,,2273.9905,2425.0227,,
203854,20385401,23,2020,54,1,3,2,,60,552,561,561,1989m2,4,751,710,710,2,2,8,10,1,3,1,3,1,150,,,2262.7039,2562.5874,,
203854,20385402,23,2020,53,1,3,3,1,60,552,561,561,1992m3,5,321,521,521,2,2,8,20,1,3,1,3,2,,,,2261.2063,2410.3223,,
203855,20385501,23,2020,55,1,6,2,,40,515,466,466,2020m1,4,316,312,312,2,2,8,10,1,3,1,3,1,,,,2205.2891,2618.9385,,
203855,20385502,23,2020,50,1,6,1,,20,803,853,853,1992m4,2,151,251,251,1,2,8,20,1,3,1,3,2,300,,,2203.8293,2220.1589,,
203856,20385601,23,2020,95,3,1,,,,,,,,,,,,,3,8,10,1,3,1,3,1,,,,2002.7188,1698.2882,,
203856,20385602,23,2020,55,1,6,1,1,48,289,259,259,2010m3,1,821,851,851,1,2,8,12,1,3,1,3,1,300,,,2039.295,2532.3713,,
203856,20385603,23,2020,50,3,6,,,,,,,,,,,,,2,8,22,1,3,1,3,2,,,,2037.9453,2382.1042,,
203856,20385605,23,2020,26,2,5,,,,,,,,,,,,,1,8,112,1,3,1,3,2,,,,2378.9358,2038.1752,,
203857,20385701,23,2020,69,1,3,2,,48,552,561,561,2008m3,4,421,441,441,2,2,8,10,1,3,1,3,1,160,,,1529.4629,1734.8381,,
203857,20385702,23,2020,66,1,2,3,,48,552,561,561,2008m3,5,421,441,441,2,2,8,20,1,3,1,3,2,,,,1549.1808,1557.2524,,
203858,20385801,23,2020,39,1,6,1,6,40,321,262,262,2006m5,1,821,851,851,1,2,8,10,1,3,1,3,1,200,,,2933.9536,2832.9641,,
203858,20385802,23,2020,34,1,3,1,6,40,321,262,262,2006m11,1,832,864,864,1,2,8,20,1,3,1,3,2,200,,,2895.2676,2731.238,,
203859,20385901,23,2020,49,1,3,1,1,40,313,283,283,2003m5,1,829,863,863,1,2,8,10,1,3,1,3,1,270,,,2453.6064,2333.2002,,
203859,20385902,23,2020,39,1,6,1,1,48,603,494,494,2018m3,1,913,922,922,1,2,8,20,1,3,1,3,2,170,,,2574.9888,2568.5737,,
203860,20386001,23,2020,85,3,1,,,,,,,,,,,,,3,8,10,1,3,1,3,2,,,,1061.1254,1186.0885,,
203861,20386101,23,2020,29,1,6,1,2,44,851,861,861,2016m11,1,143,243,243,1,1,8,10,1,3,1,3,2,400,,,3919.3655,3357.9524,,
203862,20386201,23,2020,38,1,3,1,3,24,452,411,411,2020m1,2,712,772,782,1,2,8,10,1,3,1,3,1,130,,,3149.0259,3004.405,,
203862,20386202,23,2020,33,1,3,1,2,40,333,273,273,2020m1,2,741,843,843,1,2,8,20,1,3,1,3,2,160,,,3107.5039,2970.1335,,
203863,20386301,23,2020,64,1,3,1,4,48,242,212,212,2017m7,2,911,941,941,1,2,8,10,1,3,1,3,1,200,,,1895.0806,1788.8892,,
203863,20386302,23,2020,60,1,3,1,3,40,402,352,352,2014m2,2,913,992,992,1,2,8,20,1,3,1,3,2,200,,,1919.512,2294.8125,,
203864,20386401,23,2020,60,1,3,2,,60,939,969,969,1996m5,4,826,823,823,2,3,8,10,1,3,1,3,1,200,,,2264.7778,2422.7708,,
203865,20386501,23,2020,66,1,1,1,1,48,702,682,682,2019m1,2,912,942,942,1,3,8,10,1,3,1,3,1,150,,,1787.7485,1912.4636,,
203866,20386601,23,2020,38,1,4,1,2,40,922,952,952,2018m1,1,731,751,751,1,1,8,10,1,3,1,3,1,250,,,2933.6204,2695.1294,,
203867,20386701,23,2020,37,1,5,1,1,48,519,467,467,2008m8,1,262,510,510,1,2,8,10,3,3,1,3,1,200,,,3303.6025,2693.7649,,
203867,20386702,23,2020,25,1,3,1,3,40,179,132,132,2020m1,2,753,721,721,1,2,8,20,3,3,1,3,2,120,,,3183.6965,3034.3684,,
203868,20386801,23,2020,60,1,3,1,3,48,452,411,411,2018m5,3,712,772,782,1,2,8,10,3,3,1,3,1,350,,,1835.5514,2422.7708,,
203868,20386802,23,2020,57,1,3,1,2,18,862,872,872,2020m4,2,411,421,421,1,2,8,20,3,3,1,3,2,50,,,1769.9287,2440.0647,,
203868,20386804,23,2020,96,3,1,,,,,,,,,,,,,3,8,5,1,3,1,3,1,,,,1739.335,1008.4615,,
203869,20386901,23,2020,49,1,6,2,1,40,221,581,581,2012m2,4,182,281,281,2,2,8,10,1,3,1,3,1,340,,,2332.427,2412.9263,,
203869,20386902,23,2020,44,1,6,1,1,40,221,581,581,2003m11,2,182,281,281,1,2,8,20,1,3,1,3,2,200,,,2100.9595,2069.4741,,
203870,20387001,23,2020,38,1,3,1,2,48,321,262,262,2018m1,1,812,841,841,1,2,8,10,1,3,1,3,1,270,,,2843.8184,2713.5872,,
203870,20387002,23,2020,39,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2806.3208,2681.8665,,
203871,20387101,23,2020,41,1,5,1,3,48,321,262,262,2016m1,1,316,312,312,1,2,8,10,1,3,1,3,1,200,,,2707.6721,2623.522,,
203871,20387102,23,2020,36,3,6,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2841.6233,2781.2749,,
203872,20387201,23,2020,62,1,6,1,2,40,452,411,411,2019m3,3,941,910,910,1,2,8,10,2,3,1,3,1,200,,,2049.3538,2041.6879,,
203872,20387202,23,2020,55,2,5,,,,,,,,,,,,,2,8,20,3,3,1,3,2,,,,1976.0874,2397.4348,,
203873,20387301,23,2020,60,3,2,,,,,,,,,,,,,3,8,10,3,3,1,3,2,,,,2775.262,2323.1943,,
203873,20387302,23,2020,35,3,5,,,,,,,,,,,,,1,8,11,3,3,1,3,1,,,,3200.1943,3364.5281,,
203873,20387303,23,2020,33,1,3,1,3,48,331,271,271,2019m7,1,831,854,854,1,1,8,12,1,3,1,3,2,160,,,3157.9978,3368.6462,,
203874,20387401,23,2020,70,1,2,1,2,48,759,753,753,2009m3,2,912,942,942,1,2,8,10,1,3,1,3,1,160,,,1386.2351,1562.4207,,
203874,20387402,23,2020,70,1,2,1,1,30,552,561,561,2014m11,1,421,441,441,1,2,8,20,1,3,1,3,2,110,,,1343.8939,1393.1318,,
203875,20387501,23,2020,56,2,3,,,,,,,,,,,,,1,8,10,1,3,1,3,1,,,,1586.5795,2496.0332,,
203875,20387502,23,2020,87,3,1,,,,,,,,,,,,,2,8,5,1,3,1,3,1,,,,1558.123,1341.3069,,
203875,20387503,23,2020,80,3,1,,,,,,,,,,,,,2,8,6,1,3,1,3,2,,,,1510.5317,1193.5537,,
203877,20387701,23,2020,83,3,2,,,,,,,,,,,,,2,8,10,1,3,1,3,1,,,,1118.1271,1202.8287,,
203877,20387702,23,2020,85,3,2,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1083.975,1182.89,,
203878,20387801,23,2020,47,1,6,2,,20,809,855,855,2014m10,4,252,254,254,2,1,8,10,1,3,1,3,2,120,,,2003.6719,2154.9438,,
203879,20387901,23,2020,49,1,3,1,3,40,289,259,259,2012m3,1,312,312,312,1,2,8,10,1,3,1,3,1,400,,,2291.5034,2333.2002,,
203879,20387902,23,2020,48,1,3,1,3,24,289,259,259,2020m1,2,315,313,313,1,2,8,20,1,3,1,3,2,120,,,2064.0972,2071.124,,
203881,20388101,23,2020,64,1,3,1,2,40,809,856,856,2019m3,2,842,873,873,1,2,8,10,1,3,1,3,1,225,,,1462.8325,1708.9991,,
203881,20388102,23,2020,63,3,3,,,,,,,,,,,,,2,8,20,3,3,1,3,2,,,,1481.6913,1439.0332,,
203882,20388201,23,2020,52,1,3,1,4,40,222,181,181,1998m4,1,825,892,892,1,2,8,10,1,3,1,3,1,300,,,2124.0403,2496.9648,,
203882,20388202,23,2020,50,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2122.6345,2165.4487,,
203883,20388301,23,2020,57,1,6,1,1,48,919,949,949,1991m3,1,173,248,248,1,2,8,10,3,3,1,3,1,100,,,3088.2583,2501.1729,,
203883,20388302,23,2020,51,3,5,,,,,,,,,,,,,2,8,20,3,3,1,3,2,,,,3086.2144,2246.7979,,
203883,20388303,23,2020,29,1,6,1,6,40,851,861,861,2014m9,1,144,245,245,1,2,8,11,3,3,1,3,2,270,,,3602.6018,3357.9524,,
203883,20388304,23,2020,27,1,5,1,2,48,743,721,721,2016m6,1,132,235,235,1,1,8,12,3,3,1,3,1,230,,,4307.2192,5038.875,,
203884,20388401,23,2020,53,3,3,,,,,,,,,,,,,2,8,10,3,3,1,3,1,,,,2296.9656,2451.7681,,
203885,20388501,23,2020,44,1,3,1,1,48,462,422,422,2011m3,1,733,761,761,1,2,8,10,1,3,1,3,1,400,,,1979.8027,1937.1149,,
203885,20388502,23,2020,44,1,3,2,,40,660,651,651,2017m3,4,513,510,510,2,2,8,20,1,3,1,3,2,500,,,1783.3292,1869.312,,
203886,20388601,23,2020,43,1,3,2,,40,462,422,422,2015m8,4,733,761,761,2,2,8,10,2,3,1,3,1,500,,,2594.8015,2267.6333,,
203886,20388602,23,2020,33,3,5,,,,,,,,,,,,,2,8,20,3,3,1,3,2,,,,2723.1687,2934.8577,,
203887,20388701,23,2020,44,1,3,1,3,40,342,302,302,2007m5,1,843,874,874,1,2,8,10,1,3,1,3,1,300,,,2293.0691,2319.7891,,
203887,20388702,23,2020,43,1,3,1,4,40,151,102,102,2015m12,1,751,710,710,1,2,8,20,1,3,1,3,2,400,,,2065.5076,2087.7729,,
203888,20388801,23,2020,58,1,3,1,1,40,603,493,493,2020m6,1,913,922,922,1,3,8,10,1,3,1,3,1,300,,,2171.7734,2318.1387,,
203889,20388901,23,2020,40,1,3,1,3,40,321,262,262,2019m8,1,132,235,234,1,2,8,10,1,3,1,3,1,300,,,2727.6033,2805.4829,,
203889,20388902,23,2020,39,1,3,1,3,40,660,651,651,2017m5,1,234,239,239,1,2,8,20,1,3,1,3,2,200,,,2862.5403,2623.9265,,
203890,20389001,23,2020,44,1,5,2,,48,603,494,494,2019m11,4,913,922,922,2,2,8,10,1,3,1,3,1,,,,2550.1216,2306.3406,,
203890,20389002,23,2020,35,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,2676.2786,2799.3157,,
203891,20389101,23,2020,43,1,6,1,6,40,271,241,241,2003m4,1,316,312,312,1,2,8,10,1,3,1,3,1,660,,,2357.3787,2214.4082,,
203891,20389102,23,2020,41,1,6,1,3,40,800,850,850,2004m4,1,150,252,252,1,2,8,20,2,3,1,3,2,380,,,2123.4351,2319.3608,,
203892,20389201,23,2020,63,1,5,2,,52,521,471,471,2018m5,4,512,521,521,2,2,8,10,1,3,1,3,1,300,,,1441.0597,1628.6128,,
203892,20389202,23,2020,65,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1459.6378,1473.2709,,
203893,20389301,23,2020,50,1,6,1,5,40,410,360,360,1996m5,1,161,262,262,1,2,8,10,1,3,1,3,1,600,,,1661.715,1818.6996,,
203893,20389302,23,2020,45,3,6,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1703.6875,1785.8304,,
203894,20389401,23,2020,68,3,3,,,,,,,,,,,,,2,8,10,1,3,1,3,1,,,,1522.1273,1779.9259,,
203894,20389402,23,2020,66,1,3,1,2,36,759,742,742,2017m2,2,911,941,941,1,2,8,20,1,3,1,3,2,150,,,1541.7505,1495.6882,,
203895,20389501,23,2020,64,3,6,,,,,,,,,,,,,2,8,10,1,3,1,3,1,,,,1893.7102,1926.0564,,
203895,20389502,23,2020,59,3,3,,,,,,,,,,,,,2,8,20,1,3,1,3,2,,,,1826.0082,2175.0083,,
203899,20389901,23,2020,61,3,2,,,,,,,,,,,,,2,8,10,1,3,1,3,2,,,,2263.0334,2258.7429,,
