mem_no,gender,age,addr_no,join_date
198542,man,49,9017,2019-11-12
155072,man,45,9004,2013-06-22
148734,man,26,9017,2019-08-30
175264,women,22,9013,2019-08-14
119818,man,59,9002,2010-08-19
132706,women,32,9007,2015-03-26
177959,women,36,9016,2011-01-05
173727,man,61,9017,2015-09-06
118404,man,23,9010,2010-04-14
163850,man,42,9007,2018-05-04
155104,women,24,9013,2017-07-10
112620,man,33,9010,2017-04-07
195992,women,25,9003,2017-02-05
108522,women,24,9008,2010-03-25
190118,women,22,9001,2014-11-29
154268,man,49,9014,2011-10-26
132915,man,36,9017,2010-07-29
108769,man,34,9007,2010-10-18
104966,women,38,9002,2019-07-01
189309,man,64,9017,2017-01-02
105772,women,30,9013,2014-05-19
135720,women,33,9008,2020-10-02
116721,man,21,9015,2020-04-10
183351,man,49,9008,2016-01-26
116503,man,22,9008,2015-09-08
142606,women,30,9007,2015-06-06
191893,man,48,9015,2014-10-22
168407,women,58,9013,2019-06-01
183915,women,35,9014,2010-06-09
184061,women,58,9010,2017-01-11
144995,man,34,9005,2013-06-21
159105,man,32,9012,2016-12-20
196097,man,48,9007,2018-08-31
197115,women,35,9003,2020-11-13
149902,man,37,9004,2013-06-24
102748,women,45,9010,2020-05-21
136631,women,23,9005,2013-05-21
114880,man,64,9010,2014-08-20
115845,man,25,9015,2011-08-17
147551,man,33,9017,2010-11-09
154667,women,53,9002,2020-01-07
139615,man,47,9013,2017-10-01
143491,women,21,9003,2012-05-17
186588,women,65,9012,2020-11-27
134771,women,45,9006,2017-09-20
140643,man,52,9017,2017-09-24
164648,man,55,9006,2014-06-01
116026,man,28,9012,2015-02-20
155422,women,60,9012,2017-11-16
116185,man,48,9010,2012-12-01
102103,women,34,9002,2011-03-17
159111,women,48,9015,2018-08-01
175234,man,28,9003,2019-09-30
184486,man,27,9005,2016-07-29
113039,man,39,9006,2010-03-08
134795,women,41,9014,2012-11-10
129566,man,28,9002,2010-10-30
151402,women,33,9010,2020-08-28
181434,women,20,9002,2015-04-13
173044,women,43,9006,2018-12-17
110552,man,22,9013,2015-03-06
133926,man,41,9003,2020-11-06
176333,man,65,9006,2016-07-12
115026,women,28,9015,2014-10-09
188704,man,59,9011,2010-07-23
145880,women,29,9013,2010-12-23
170279,women,32,9001,2013-03-07
162244,man,49,9006,2013-11-22
115648,man,49,9010,2012-12-16
130463,man,45,9016,2012-04-15
168420,women,63,9014,2019-09-22
150365,man,23,9011,2018-12-12
162675,women,27,9007,2010-03-19
126152,women,23,9010,2010-11-12
144798,women,29,9004,2013-01-21
189457,man,65,9009,2019-10-12
154235,man,35,9014,2016-05-17
141348,man,36,9004,2013-02-19
149071,women,21,9017,2020-06-21
197173,man,45,9013,2017-01-24
181943,women,44,9007,2010-08-24
133626,women,41,9015,2018-10-21
110249,man,43,9017,2012-01-10
154803,man,49,9005,2011-03-19
140896,man,55,9016,2019-10-19
164155,women,45,9007,2020-07-26
175436,man,53,9005,2018-05-15
162482,women,41,9012,2010-03-21
189269,women,24,9011,2012-08-07
129021,women,51,9001,2019-06-19
117284,man,29,9007,2012-10-31
165502,man,56,9001,2011-06-26
174898,man,44,9016,2016-10-09
150096,women,59,9015,2015-07-01
109338,man,63,9002,2011-12-03
109548,women,34,9011,2011-07-01
158710,women,49,9008,2011-06-16
104441,man,34,9011,2016-06-16
127811,man,55,9009,2020-07-06
125097,man,29,9006,2019-10-28
165076,women,23,9016,2017-11-04
119100,man,54,9016,2013-06-03
145258,women,24,9013,2020-05-07
169628,women,37,9016,2017-02-01
102695,women,29,9011,2012-11-06
185384,man,38,9004,2012-01-08
192433,man,47,9012,2010-03-27
179734,man,21,9012,2015-04-18
145647,women,40,9011,2011-08-13
183689,man,50,9005,2017-01-16
129517,women,28,9003,2019-05-14
125289,women,59,9016,2020-07-08
114212,man,35,9014,2018-08-19
103062,man,54,9006,2016-01-12
149608,man,42,9003,2010-10-26
159815,women,48,9011,2019-04-04
101309,man,47,9008,2014-06-06
199890,women,22,9001,2010-05-20
178736,women,25,9016,2018-03-17
100393,man,24,9007,2014-08-24
119666,man,24,9002,2013-09-08
139080,man,26,9003,2013-10-04
124824,women,30,9012,2014-03-03
134204,man,39,9002,2019-10-04
114716,women,31,9001,2012-01-13
168663,women,24,9016,2018-07-08
194521,man,24,9002,2011-02-09
152453,man,57,9016,2011-07-20
128146,man,62,9013,2016-08-03
162056,women,26,9003,2019-09-26
163832,man,50,9005,2012-08-01
139145,women,34,9008,2020-01-02
147843,women,59,9016,2015-04-09
129845,man,23,9001,2015-12-22
119647,man,36,9002,2018-11-10
197498,man,61,9007,2017-07-04
191121,women,41,9005,2012-06-10
161849,man,27,9016,2015-03-17
174122,man,41,9015,2014-11-12
186070,women,63,9009,2017-06-28
161446,women,35,9013,2010-07-29
192746,man,23,9015,2018-04-19
108976,women,27,9003,2010-10-04
122003,women,47,9007,2013-07-08
132025,man,43,9002,2020-06-05
115771,man,27,9003,2011-01-26
134109,man,62,9016,2018-10-09
100252,women,45,9011,2020-12-07
116233,man,60,9006,2019-04-28
194123,women,62,9007,2019-10-25
131800,women,33,9007,2017-03-26
166789,man,32,9005,2012-03-17
130645,man,38,9007,2018-09-27
100769,man,50,9015,2017-11-15
118749,man,27,9005,2018-10-19
198694,man,50,9005,2012-01-02
158819,women,22,9011,2017-10-10
139152,man,35,9006,2012-11-08
148196,women,37,9015,2016-10-14
184504,women,54,9003,2014-01-06
128729,man,38,9011,2010-06-30
142082,man,48,9014,2020-03-21
113072,man,20,9006,2017-09-20
159429,women,61,9008,2010-08-19
170927,man,37,9014,2016-09-08
173241,women,42,9010,2020-05-22
123037,women,61,9011,2018-06-21
153493,man,56,9011,2010-07-31
151662,man,49,9013,2018-08-02
174047,man,39,9006,2020-09-06
110201,women,37,9011,2020-04-24
151005,man,34,9015,2016-09-20
198248,man,26,9015,2020-08-16
123360,women,48,9009,2010-08-22
156674,women,51,9004,2017-03-07
139529,man,54,9015,2016-04-11
176336,women,20,9010,2018-06-22
107903,women,34,9015,2020-08-16
121432,man,28,9012,2018-01-08
198044,man,24,9001,2017-04-15
198380,man,59,9011,2017-08-01
142414,women,36,9004,2020-07-17
122627,man,41,9017,2018-07-15
145263,women,61,9008,2013-07-05
141153,women,21,9012,2013-07-28
160481,man,30,9002,2012-06-26
101043,man,37,9009,2016-08-09
182676,man,61,9006,2012-05-06
192438,man,40,9001,2016-09-29
146574,man,31,9013,2018-05-22
147894,man,59,9011,2014-08-25
125501,man,41,9009,2015-10-21
174252,man,55,9003,2019-09-13
118254,women,39,9014,2018-03-27
125349,women,41,9004,2011-05-06
175762,women,26,9002,2018-03-18
167095,man,50,9004,2020-12-08
113376,women,51,9010,2019-05-20
107066,women,37,9005,2012-10-27
182936,women,31,9012,2015-12-05
141875,women,62,9002,2015-02-02
107931,women,20,9005,2019-03-01
131753,women,54,9008,2020-09-09
163850,women,23,9015,2010-12-03
184223,women,46,9007,2018-06-30
177134,women,20,9017,2016-11-29
157190,man,65,9016,2013-05-28
167938,man,36,9008,2016-02-27
198185,man,30,9015,2011-02-28
133652,man,39,9016,2016-09-06
159555,man,35,9010,2018-03-24
156822,man,64,9014,2019-12-16
105382,man,43,9005,2016-06-04
164827,man,38,9011,2010-03-09
151859,man,33,9017,2018-02-26
113403,man,64,9016,2020-08-24
189547,man,63,9010,2018-07-15
162363,man,50,9012,2015-05-13
119018,man,41,9014,2020-03-19
112344,man,25,9015,2016-11-07
177436,women,37,9007,2013-12-27
145033,man,23,9011,2013-11-01
149912,man,23,9003,2020-03-05
176798,man,39,9006,2011-08-31
175049,man,49,9015,2011-11-30
176925,man,54,9011,2014-07-01
174095,man,23,9006,2014-03-31
189117,man,50,9015,2010-11-03
147558,man,44,9016,2013-04-04
107855,man,30,9012,2016-11-26
140631,women,57,9016,2010-02-14
131949,women,26,9017,2019-07-01
151893,man,48,9007,2017-08-02
177524,man,63,9001,2015-04-02
159975,man,55,9006,2015-12-22
144670,man,59,9005,2017-11-09
192811,man,42,9015,2011-01-30
131558,man,27,9014,2012-11-17
199381,man,45,9001,2012-08-02
171974,man,60,9008,2019-08-12
108187,man,25,9012,2017-05-06
164207,women,36,9015,2011-01-07
121665,women,35,9015,2013-10-02
126907,women,33,9011,2016-02-18
189232,man,25,9006,2017-01-08
186073,man,46,9016,2019-04-28
103505,man,57,9001,2016-01-26
196554,man,46,9007,2010-01-05
152101,women,51,9005,2012-10-05
137810,women,58,9012,2012-10-18
119280,women,20,9015,2011-06-18
186881,women,29,9005,2014-10-12
125726,women,54,9012,2017-05-24
141524,women,60,9010,2016-08-25
121278,women,27,9008,2011-08-30
196579,women,27,9003,2013-05-02
197301,women,59,9015,2011-02-24
183041,man,62,9004,2016-12-01
132947,man,48,9002,2018-09-01
196942,women,63,9010,2013-08-30
169480,women,52,9009,2016-04-03
174050,women,23,9010,2013-03-31
134086,women,44,9010,2020-08-20
135618,man,45,9007,2016-01-03
166665,man,21,9001,2017-10-02
125847,women,47,9001,2018-08-14
106706,man,49,9016,2010-06-25
182105,man,46,9017,2011-04-12
186576,women,24,9017,2017-02-09
112071,man,51,9002,2013-03-02
175232,man,55,9015,2012-12-29
147654,man,58,9014,2012-10-25
148677,man,39,9015,2011-06-12
121528,man,38,9006,2014-10-22
178559,women,50,9014,2012-11-17
180230,man,36,9016,2016-05-20
152439,man,54,9012,2011-07-12
158222,man,54,9003,2012-03-06
132065,man,62,9006,2019-06-15
185790,man,38,9005,2019-12-07
136591,man,62,9004,2016-10-11
166635,man,25,9001,2018-08-27
162730,man,42,9010,2016-01-07
197834,man,48,9008,2013-05-14
168800,women,49,9013,2013-06-06
136330,women,56,9013,2013-08-13
174057,women,64,9003,2020-05-09
150001,women,53,9004,2010-04-21
106951,women,28,9009,2020-11-22
112887,women,20,9010,2019-04-05
195085,women,62,9015,2014-11-26
179444,women,51,9004,2015-12-27
161591,women,49,9004,2011-12-31
180464,women,32,9017,2019-10-24
109010,women,56,9003,2014-01-15
186393,women,31,9003,2012-09-04
177333,women,58,9017,2018-11-15
116599,women,32,9017,2020-07-05
153750,man,44,9015,2018-11-21
194512,women,60,9002,2013-07-19
110762,women,29,9012,2017-06-14
190076,women,27,9004,2010-01-08
183111,women,32,9010,2019-05-17
189576,women,58,9012,2018-08-28
114550,women,29,9012,2017-01-25
168205,women,40,9008,2019-12-03
168143,women,35,9015,2015-08-16
119085,women,41,9004,2011-07-14
118002,man,23,9006,2017-12-14
152808,man,25,9007,2015-06-16
178397,man,22,9013,2020-06-07
164797,man,61,9004,2019-06-09
138683,man,61,9017,2014-10-23
115736,man,61,9005,2015-03-07
159002,man,45,9013,2010-06-05
167328,man,28,9011,2010-06-19
194800,man,63,9016,2013-10-21
117166,man,39,9010,2010-02-03
152208,man,41,9003,2018-08-28
188775,man,57,9010,2014-12-06
109318,man,60,9017,2013-04-09
145715,man,32,9013,2010-02-17
191878,man,35,9005,2019-12-12
182898,man,52,9012,2020-08-25
106560,man,58,9004,2012-08-06
140692,man,21,9001,2010-12-13
198327,man,39,9002,2016-11-27
195849,man,30,9015,2012-11-29
173318,man,37,9014,2020-07-31
117971,man,26,9014,2010-12-25
178170,man,28,9008,2014-05-05
100911,man,51,9009,2016-12-04
179777,man,62,9002,2016-12-24
180850,man,42,9003,2016-05-01
170112,man,29,9017,2019-07-19
177524,man,63,9005,2018-05-21
194833,man,65,9016,2018-03-21
119900,man,51,9001,2012-04-05
170089,man,53,9017,2014-08-24
196367,man,53,9009,2013-05-20
197418,women,41,9016,2013-10-10
129147,man,21,9014,2018-03-10
119307,women,47,9015,2011-04-22
128055,man,47,9003,2019-04-25
152470,women,61,9007,2018-11-15
102991,man,22,9001,2015-12-15
120669,women,56,9013,2016-10-02
122721,women,29,9009,2010-07-07
179356,women,64,9001,2019-01-11
114946,man,42,9016,2015-12-23
101941,man,32,9011,2017-03-20
151923,man,53,9014,2012-03-06
115296,man,42,9012,2016-05-02
179052,man,22,9012,2015-12-29
128243,man,25,9004,2020-03-01
115214,man,61,9017,2011-05-09
170088,man,47,9009,2015-06-18
185144,man,28,9007,2017-03-30
136721,man,35,9010,2017-01-04
141180,man,23,9016,2010-05-03
194532,man,44,9002,2013-05-20
179396,women,56,9017,2012-11-27
149635,women,49,9004,2017-01-04
168766,women,64,9012,2014-12-04
105931,women,58,9017,2016-05-31
110588,women,37,9016,2012-02-10
189735,women,58,9009,2014-05-10
143283,women,28,9005,2017-12-07
154397,women,22,9002,2013-10-15
140745,women,56,9002,2011-08-06
167406,women,21,9014,2011-10-09
122218,women,52,9010,2013-03-21
172741,women,36,9004,2010-10-21
124930,women,58,9016,2016-09-24
141152,women,63,9007,2020-05-06
151629,man,24,9006,2014-08-13
183874,man,22,9013,2013-10-04
170590,man,23,9017,2017-03-13
114372,man,26,9006,2015-11-28
125652,man,57,9001,2011-02-06
126955,man,28,9006,2012-12-14
187512,man,63,9001,2016-10-17
114706,man,29,9007,2016-03-28
116397,man,23,9002,2020-01-22
150489,women,56,9011,2016-12-29
165996,women,51,9005,2010-09-22
137721,women,26,9010,2013-07-05
192827,women,32,9007,2018-01-14
132941,women,43,9011,2010-09-27
108696,women,60,9002,2018-01-03
161520,women,41,9009,2015-08-15
187000,women,21,9013,2015-04-14
125227,women,30,9017,2019-07-11
137791,women,28,9010,2019-04-30
118726,women,49,9009,2012-09-16
126262,women,22,9011,2015-11-01
129934,women,52,9007,2015-09-05
100730,man,52,9001,2014-09-20
151147,man,49,9006,2012-12-12
107608,man,50,9007,2014-04-14
122927,women,62,9016,2019-05-22
142576,women,29,9001,2019-07-16
173610,women,30,9016,2019-08-30
148069,man,22,9009,2017-12-16
100036,women,40,9014,2016-07-05
161562,women,28,9001,2015-08-12
132174,women,21,9013,2018-08-02
123668,women,54,9006,2016-02-29
109538,women,31,9005,2012-01-15
139590,women,30,9013,2015-10-25
184625,women,60,9011,2019-12-14
178809,women,32,9001,2019-05-26
162442,women,23,9010,2014-06-18
196211,man,40,9009,2014-11-09
131745,man,43,9003,2019-03-03
115550,man,20,9002,2017-10-09
143021,man,37,9003,2011-11-01
185208,man,38,9002,2020-12-29
168954,man,43,9012,2018-09-07
156256,women,31,9009,2010-07-26
182885,man,34,9014,2017-07-14
156356,women,64,9010,2015-05-19
175654,man,53,9014,2019-03-05
132020,women,48,9011,2012-11-12
121086,women,43,9010,2018-09-28
107567,man,20,9014,2020-02-21
142478,man,36,9015,2014-08-13
177799,man,23,9010,2016-05-28
163453,women,64,9011,2015-07-25
124344,man,42,9004,2011-06-27
184208,women,58,9012,2012-02-15
141174,women,53,9011,2011-12-19
138636,man,39,9003,2013-10-16
133759,man,54,9017,2017-09-22
105039,man,64,9006,2019-07-24
170952,women,59,9014,2017-10-10
125976,man,21,9015,2010-08-12
195815,women,59,9012,2015-10-03
143041,women,65,9015,2015-09-24
156508,women,51,9013,2013-09-04
141286,man,44,9008,2014-07-19
167496,man,57,9004,2013-08-10
189843,man,21,9015,2019-05-12
173559,women,23,9010,2011-09-04
154675,man,29,9013,2017-01-07
156155,women,41,9015,2014-07-16
106010,women,53,9016,2018-09-22
104551,man,56,9015,2015-12-17
145857,man,28,9005,2013-08-13
135054,man,34,9009,2018-03-20
187264,women,62,9013,2020-03-01
135914,man,41,9007,2011-10-30
143954,women,24,9005,2019-03-06
178601,women,42,9009,2018-12-20
169411,women,43,9001,2018-10-31
117211,man,33,9006,2015-08-22
103075,man,60,9006,2012-01-24
197069,man,47,9014,2016-10-22
151989,women,50,9007,2016-05-11
107385,man,47,9008,2013-10-27
198430,women,20,9012,2013-01-18
138431,women,45,9017,2012-10-13
142099,man,59,9011,2016-10-30
165400,man,62,9004,2012-08-17
175517,man,21,9013,2018-10-08
158811,women,23,9003,2011-03-02
130946,man,46,9010,2014-10-22
193486,women,44,9007,2011-01-04
103322,women,31,9003,2020-04-12
123040,women,62,9013,2015-01-10
139022,man,58,9004,2017-04-12
184036,man,43,9015,2019-05-16
192199,man,28,9015,2011-07-19
155800,women,29,9016,2019-05-18
142701,man,22,9010,2020-09-20
195657,women,52,9005,2013-11-05
105097,women,47,9005,2015-08-04
123624,man,44,9007,2012-10-25
104212,man,59,9003,2014-01-20
100373,man,49,9012,2011-05-17
146925,women,47,9007,2011-12-13
185089,man,37,9004,2020-07-10
184741,women,39,9002,2014-01-03
160976,women,43,9002,2019-12-10
123561,women,46,9008,2018-08-23
135060,man,21,9011,2019-07-10
132155,man,23,9009,2018-11-20
157009,man,50,9011,2014-07-10
121622,women,20,9009,2015-09-16
101919,man,40,9014,2020-10-06
126322,women,25,9008,2016-10-21
112011,women,56,9003,2019-11-17
125747,man,35,9012,2020-12-29
163347,man,39,9005,2014-01-08
177711,man,31,9014,2017-03-28
194322,women,27,9007,2016-08-14
145192,man,38,9017,2012-12-27
176162,women,27,9014,2020-11-09
158805,women,30,9006,2011-09-25
157180,women,22,9017,2015-11-17
146883,man,26,9013,2010-10-23
115674,man,29,9012,2010-04-17
120612,man,40,9014,2015-05-07
180621,women,48,9007,2013-09-09
117758,man,65,9003,2018-06-07
160781,women,39,9008,2018-05-02
151288,women,53,9015,2012-05-06
191709,man,52,9010,2010-05-05
148011,man,39,9014,2016-11-19
198178,man,40,9012,2018-08-15
190561,women,21,9008,2011-05-14
189156,man,57,9011,2013-10-30
101716,women,60,9002,2010-04-26
186746,women,23,9006,2010-03-28
158062,women,43,9005,2015-11-14
149058,man,64,9002,2017-03-27
158986,man,31,9008,2017-10-13
160791,man,65,9007,2011-02-17
143502,women,20,9005,2019-11-10
157787,man,54,9014,2017-09-01
172902,women,54,9006,2019-03-13
182250,women,24,9015,2018-01-28
113165,man,61,9013,2013-06-05
162050,man,46,9008,2017-01-10
138573,man,22,9016,2010-07-03
120156,women,29,9012,2016-11-19
108291,man,63,9002,2011-03-19
110912,women,62,9013,2017-09-08
136120,women,57,9008,2020-11-22
184922,women,32,9006,2016-12-22
125765,man,57,9015,2012-10-13
151039,man,53,9010,2017-03-02
159921,man,47,9012,2011-07-27
114701,women,39,9016,2010-08-15
117834,man,32,9006,2010-01-23
133495,women,60,9001,2020-02-29
138456,women,54,9007,2013-03-12
164678,man,65,9009,2013-07-01
124389,man,53,9009,2017-01-08
132080,man,37,9017,2020-04-23
168468,women,47,9013,2013-12-01
148109,man,65,9017,2012-09-03
167192,women,30,9010,2016-06-11
161799,women,21,9008,2015-06-30
143166,man,25,9017,2017-09-08
151627,man,25,9004,2010-01-22
137326,man,42,9011,2011-11-27
184765,women,21,9010,2017-07-08
143965,man,38,9013,2019-11-22
163556,women,37,9001,2016-11-29
177075,women,48,9002,2010-11-16
160986,man,35,9003,2013-10-28
176214,man,37,9002,2016-04-24
167050,man,48,9017,2014-03-20
161648,women,41,9001,2019-02-02
122108,man,25,9007,2018-03-30
184071,women,43,9006,2019-02-08
178984,women,28,9001,2013-01-30
156268,man,47,9013,2012-05-01
182549,man,37,9016,2018-03-26
171179,man,26,9015,2018-06-01
199468,women,57,9003,2015-04-20
188292,man,23,9008,2011-03-24
158445,man,55,9003,2010-12-06
116756,women,53,9014,2011-09-07
160914,women,48,9007,2018-12-21
124159,man,29,9005,2019-10-09
118208,women,43,9016,2011-01-20
133793,women,34,9001,2016-11-06
125045,man,49,9006,2010-05-22
188429,man,49,9004,2016-04-11
114661,man,37,9013,2016-09-17
103214,women,52,9006,2019-04-15
117483,man,51,9006,2013-11-22
102588,women,32,9012,2020-07-22
143290,women,21,9009,2012-03-01
124997,man,30,9010,2012-10-30
119628,man,49,9013,2010-02-05
160418,man,28,9002,2015-02-06
154061,man,27,9002,2013-03-25
141395,man,48,9008,2011-10-03
181008,women,51,9003,2011-06-11
187969,man,59,9011,2015-05-20
118160,women,36,9003,2012-01-26
196342,women,42,9008,2019-03-14
130915,man,63,9005,2020-07-31
188058,man,63,9004,2018-01-26
115326,man,37,9009,2014-02-27
150045,women,45,9003,2014-11-14
152086,man,30,9008,2010-04-03
153751,women,33,9012,2015-07-28
142895,women,56,9009,2018-07-16
197245,man,25,9006,2011-12-09
118063,man,52,9016,2011-05-11
108205,man,60,9013,2015-03-28
161158,women,38,9002,2019-04-03
123390,man,63,9008,2010-06-20
100150,man,35,9005,2015-03-08
175509,women,60,9007,2016-11-11
195279,women,53,9009,2019-02-17
138812,man,34,9003,2017-05-23
172967,women,61,9003,2012-03-14
108912,women,57,9006,2011-04-10
171178,man,36,9012,2012-05-01
176909,man,56,9009,2015-06-27
158186,man,28,9004,2011-09-14
108059,women,46,9015,2010-07-05
115060,man,22,9016,2020-11-28
136909,women,65,9006,2012-09-07
124309,women,29,9011,2018-08-24
103107,man,64,9013,2011-10-01
198123,man,36,9017,2012-04-15
165106,women,57,9015,2014-09-23
179417,man,37,9004,2011-12-28
161992,man,56,9003,2015-04-20
180250,man,40,9016,2019-08-14
165800,man,56,9008,2011-05-07
186664,man,64,9007,2014-02-07
134274,man,38,9010,2010-01-31
190277,women,52,9006,2010-09-01
170022,women,25,9004,2019-11-25
120514,women,57,9011,2014-12-21
101756,women,49,9006,2014-04-07
181779,women,61,9016,2017-05-17
183478,women,54,9008,2014-08-12
143268,women,55,9017,2013-04-06
174943,women,55,9016,2011-10-17
153146,man,39,9011,2010-04-22
183496,man,34,9010,2017-01-15
127048,man,36,9003,2013-10-31
152879,man,36,9004,2012-04-30
156647,man,47,9008,2011-06-10
132925,man,40,9014,2016-07-02
161408,man,21,9010,2014-11-21
118646,man,37,9002,2019-09-30
154784,man,51,9017,2019-10-28
103294,man,21,9016,2011-08-02
121074,man,41,9017,2019-06-14
130368,man,22,9004,2018-09-20
101535,man,33,9002,2012-10-03
189291,man,65,9001,2018-08-31
147176,man,36,9003,2018-06-01
149873,man,56,9014,2020-08-29
167655,women,54,9009,2017-08-07
122804,women,43,9006,2013-06-08
178152,women,52,9003,2015-03-14
187524,women,45,9012,2013-12-13
148980,women,34,9003,2019-10-04
111468,women,40,9017,2018-03-16
111306,women,55,9006,2010-09-21
100280,women,39,9016,2011-08-22
196161,man,22,9017,2020-11-03
105527,women,39,9015,2017-04-04
151006,women,32,9014,2020-08-26
126162,women,52,9008,2013-10-30
176473,women,22,9006,2020-04-19
105783,women,63,9012,2010-08-07
104540,women,49,9003,2011-09-15
134021,women,48,9007,2014-04-02
122698,women,53,9014,2018-03-26
138357,women,61,9008,2014-04-15
139814,women,25,9002,2018-09-01
119699,man,44,9011,2019-08-20
133176,man,57,9005,2011-04-22
146971,man,56,9017,2015-08-30
162537,women,47,9015,2014-03-18
104160,women,24,9004,2010-12-13
171711,women,22,9013,2010-10-22
101184,women,34,9012,2017-08-06
150004,women,50,9004,2013-04-27
115373,women,55,9015,2020-09-11
130364,women,47,9017,2013-06-11
187007,women,23,9002,2017-03-26
127616,women,42,9007,2015-08-05
162215,man,38,9008,2011-12-10
138441,man,42,9001,2012-09-08
117153,women,49,9016,2012-06-26
133498,women,48,9003,2017-07-14
198304,women,20,9011,2018-03-17
167425,women,57,9015,2017-04-26
125686,women,52,9009,2013-12-26
161338,women,25,9014,2019-04-13
109839,women,64,9008,2020-02-24
168363,women,22,9005,2018-01-28
169572,man,31,9005,2018-06-17
153850,man,63,9009,2017-07-23
162666,man,21,9017,2020-07-14
178605,man,41,9008,2013-06-05
182193,man,65,9016,2011-10-06
142260,man,25,9017,2011-02-27
111233,man,30,9011,2018-09-26
198446,man,65,9013,2020-05-22
197458,man,26,9011,2020-12-05
130154,man,24,9003,2017-11-02
158030,man,46,9011,2018-06-18
131069,man,58,9016,2018-03-02
140704,man,60,9008,2019-11-16
135915,man,29,9006,2020-09-08
189984,man,60,9008,2012-04-22
145538,man,49,9010,2010-10-15
165371,man,40,9016,2013-07-12
170411,man,48,9004,2017-05-22
171694,man,52,9010,2011-07-28
140700,man,36,9011,2012-06-27
138815,man,61,9015,2010-12-13
193388,man,42,9013,2013-12-04
153007,man,45,9012,2020-01-24
118112,man,46,9006,2019-12-03
103992,man,64,9017,2010-03-03
146098,man,53,9013,2016-12-20
152246,man,65,9005,2015-01-14
176666,man,20,9011,2013-03-13
155305,man,20,9017,2019-10-28
131060,man,64,9015,2017-11-03
175976,man,38,9001,2016-11-26
170065,man,60,9011,2011-10-05
120327,man,37,9016,2011-05-31
164271,man,25,9017,2011-02-20
127146,man,52,9003,2014-02-13
157330,man,36,9006,2011-03-21
197676,man,57,9016,2013-12-16
150416,women,39,9004,2013-07-02
172747,man,23,9002,2011-03-26
184537,man,36,9008,2014-05-01
162833,man,51,9012,2014-03-15
117401,man,50,9013,2019-08-23
118069,man,61,9014,2013-11-05
197966,man,55,9002,2020-08-19
111366,man,44,9010,2013-08-26
138244,man,54,9008,2019-09-28
140950,man,38,9009,2012-12-01
143075,man,62,9001,2012-03-21
107248,women,30,9005,2015-08-22
147936,women,45,9017,2018-11-09
109881,women,52,9007,2019-12-21
143864,man,64,9001,2016-08-19
112405,man,40,9004,2013-04-13
119545,man,60,9001,2013-10-22
137704,man,28,9003,2014-11-22
128548,man,62,9009,2010-06-15
140077,man,43,9002,2010-06-06
196778,man,54,9016,2016-04-24
173900,man,20,9002,2017-12-01
171968,man,60,9017,2018-01-11
137669,women,37,9014,2017-05-07
132573,women,36,9011,2012-05-05
115070,man,61,9013,2016-12-04
154842,man,20,9009,2011-11-27
170075,man,64,9013,2016-10-02
157647,man,37,9007,2010-11-16
145605,man,46,9012,2016-11-18
141213,man,59,9004,2019-06-07
107228,man,47,9007,2020-12-23
186154,man,38,9017,2018-03-15
161440,women,55,9014,2020-08-19
124728,women,25,9010,2017-04-11
137436,man,59,9006,2016-01-22
125273,man,31,9016,2015-12-28
122733,man,48,9002,2019-12-22
146114,man,52,9006,2010-09-18
161888,man,64,9014,2014-02-01
141353,man,24,9005,2012-01-15
118047,man,24,9015,2015-05-13
138265,man,40,9004,2017-12-18
116137,man,42,9003,2011-06-20
107279,man,52,9002,2020-03-21
151975,man,55,9012,2012-08-06
175883,man,33,9013,2017-10-12
178433,man,54,9002,2019-04-24
157874,man,52,9013,2019-09-20
134012,man,63,9013,2010-09-19
159166,man,53,9007,2014-11-16
124345,man,40,9010,2015-06-01
120795,man,28,9008,2020-04-03
155520,man,57,9001,2016-02-06
189924,man,54,9003,2014-09-29
119597,man,60,9009,2014-06-14
116756,man,32,9002,2013-06-15
184657,man,53,9001,2012-01-04
117727,man,29,9014,2015-10-17
121650,man,28,9003,2012-09-25
171484,man,49,9007,2015-12-26
172054,man,30,9008,2010-01-20
127794,women,23,9001,2019-07-10
122784,women,48,9016,2014-03-09
117110,women,58,9012,2010-03-17
117389,women,39,9005,2017-12-21
107191,women,49,9007,2020-02-26
162359,women,54,9006,2013-02-24
141864,women,44,9009,2013-07-18
103656,women,51,9004,2010-11-22
127980,man,62,9007,2012-12-05
110190,man,54,9005,2010-10-05
114749,man,55,9005,2011-12-27
141522,man,41,9013,2010-03-09
158526,man,57,9012,2017-03-29
171735,man,65,9003,2019-11-09
177721,man,61,9013,2020-10-01
143887,man,33,9016,2015-04-03
168026,man,37,9014,2013-05-03
169030,women,38,9011,2010-02-10
149456,women,53,9009,2020-12-11
123653,women,49,9011,2018-01-05
107424,women,35,9009,2011-03-13
172363,women,45,9007,2010-08-23
104721,women,50,9002,2011-07-05
177720,women,39,9013,2013-03-27
184688,women,28,9011,2017-08-18
107542,women,22,9007,2018-11-21
134821,women,47,9005,2018-03-26
117318,women,46,9009,2010-11-22
131745,women,37,9006,2010-01-02
105134,women,46,9014,2014-09-20
149665,women,63,9004,2010-02-27
194933,women,28,9012,2014-12-24
184233,women,34,9001,2011-11-08
120962,women,27,9013,2017-06-28
186588,women,50,9003,2013-06-14
168089,women,26,9012,2011-10-16
133288,women,29,9012,2019-08-25
141034,man,43,9005,2013-11-05
156132,man,38,9016,2014-05-24
